,Coral species richness,Percent coral cover,Coral species richness,Percent coral cover
,Average number per transect,Percent cover,Average number per transect,Percent cover
,Puerto Rico,Puerto Rico,USVI,USVI
1999,4.60973116974418,27.4550243242793,,
2000,5.3204383938295,25.6303524743266,,
2001,4.75105351696359,28.5888095124942,4.47560141238182,17.5208987007743
2002,,,5.23456024808052,19.7928717635463
2003,,,5.56091592578184,22.6006594847014
2004,4.73787193839475,26.0102263194773,5.69665278653392,23.5191625011393
2005,5.12055957919075,24.100580339701,5.01299663149955,19.9144404661812
2006,4.47055957919075,16.5592470063677,4.04506349460637,14.1105016876678
2007,4.40389291252408,15.1122470063676,4.00773630797765,14.5968926823062
2008,4.18217336727373,13.2153243282593,5.06087945476963,15.7437215821664
2009,4.27550670060706,14.8589280801163,4.23289009413567,15.2349837246325
2010,4.23550670060706,14.1330614134496,5.34466014157977,15.7674110586664
2011,4.53473306886252,17.1585498473786,5.64565623005691,16.0636098756922
2012,,,5.95144262105224,16.1925027163359
2013,4.03654544836945,16.1294801534534,6.53109236824589,15.703756405099
2014,,,7.9424455895169,16.0084039929494
2015,4.61074697743519,19.3254642913401,7.56888847516428,15.345480010098
2016,4.02975131285396,19.5990966208254,7.14616055170567,15.3992820157181
2017,4.72748349407631,19.9556232092816,7.32123346830478,13.8998181343635
2018,5.16644926267078,17.0326289946461,6.89616055170567,13.8894780941495
2019,5.78575095593193,18.8828613045197,6.61184682621547,12.780556525522
2020,5.97321688700579,12.3961894435246,5.90106251248998,10.417125152973
2021,5.0141953473966,13.8376975305353,5.51072169766316,9.33650896256005
2022,4.62936788529465,13.2723935971476,,
2023,4.06568947616521,6.85509670201819,,
